Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
860,Uzbekistan,5312,Area harvested,1354,Strawberries,2024,2024,ha,1534,A,Official figure,
860,Uzbekistan,5412,Yield,1354,Strawberries,2024,2024,kg/ha,8439.9,A,Official figure,
860,Uzbekistan,5510,Production,1354,Strawberries,2024,2024,t,12943.41,A,Official figure,
862,Venezuela (Bolivarian Republic of),5312,Area harvested,1354,Strawberries,2020,2020,ha,678,A,Official figure,
862,Venezuela (Bolivarian Republic of),5412,Yield,1354,Strawberries,2020,2020,kg/ha,19021,A,Official figure,
862,Venezuela (Bolivarian Republic of),5510,Production,1354,Strawberries,2020,2020,t,12897,A,Official figure,
862,Venezuela (Bolivarian Republic of),5312,Area harvested,1354,Strawberries,2021,2021,ha,1593,A,Official figure,
862,Venezuela (Bolivarian Republic of),5412,Yield,1354,Strawberries,2021,2021,kg/ha,25796.6,A,Official figure,
862,Venezuela (Bolivarian Republic of),5510,Production,1354,Strawberries,2021,2021,t,41094,A,Official figure,
862,Venezuela (Bolivarian Republic of),5312,Area harvested,1354,Strawberries,2022,2022,ha,1647,A,Official figure,
862,Venezuela (Bolivarian Republic of),5412,Yield,1354,Strawberries,2022,2022,kg/ha,26328.5,A,Official figure,
862,Venezuela (Bolivarian Republic of),5510,Production,1354,Strawberries,2022,2022,t,43363,A,Official figure,
862,Venezuela (Bolivarian Republic of),5312,Area harvested,1354,Strawberries,2023,2023,ha,1952,A,Official figure,
862,Venezuela (Bolivarian Republic of),5412,Yield,1354,Strawberries,2023,2023,kg/ha,22369.4,A,Official figure,
862,Venezuela (Bolivarian Republic of),5510,Production,1354,Strawberries,2023,2023,t,43665,A,Official figure,
862,Venezuela (Bolivarian Republic of),5312,Area harvested,1354,Strawberries,2024,2024,ha,2146,I,Value imputed by a receiving agency,
862,Venezuela (Bolivarian Republic of),5412,Yield,1354,Strawberries,2024,2024,kg/ha,20352,E,Estimated value,
862,Venezuela (Bolivarian Republic of),5510,Production,1354,Strawberries,2024,2024,t,43667.95,I,Value imputed by a receiving agency,
716,Zimbabwe,5312,Area harvested,1354,Strawberries,2020,2020,ha,51,I,Value imputed by a receiving agency,
716,Zimbabwe,5412,Yield,1354,Strawberries,2020,2020,kg/ha,4557.6,E,Estimated value,
716,Zimbabwe,5510,Production,1354,Strawberries,2020,2020,t,231.27,I,Value imputed by a receiving agency,
716,Zimbabwe,5312,Area harvested,1354,Strawberries,2021,2021,ha,51,I,Value imputed by a receiving agency,
716,Zimbabwe,5412,Yield,1354,Strawberries,2021,2021,kg/ha,4587.5,E,Estimated value,
716,Zimbabwe,5510,Production,1354,Strawberries,2021,2021,t,232.05,I,Value imputed by a receiving agency,
716,Zimbabwe,5312,Area harvested,1354,Strawberries,2022,2022,ha,50,I,Value imputed by a receiving agency,
716,Zimbabwe,5412,Yield,1354,Strawberries,2022,2022,kg/ha,4597.6,E,Estimated value,
716,Zimbabwe,5510,Production,1354,Strawberries,2022,2022,t,230.28,I,Value imputed by a receiving agency,
716,Zimbabwe,5312,Area harvested,1354,Strawberries,2023,2023,ha,50,I,Value imputed by a receiving agency,
716,Zimbabwe,5412,Yield,1354,Strawberries,2023,2023,kg/ha,4617.7,E,Estimated value,
716,Zimbabwe,5510,Production,1354,Strawberries,2023,2023,t,231.06,I,Value imputed by a receiving agency,
716,Zimbabwe,5312,Area harvested,1354,Strawberries,2024,2024,ha,50,I,Value imputed by a receiving agency,
716,Zimbabwe,5412,Yield,1354,Strawberries,2024,2024,kg/ha,4637.7,E,Estimated value,
716,Zimbabwe,5510,Production,1354,Strawberries,2024,2024,t,231.83,I,Value imputed by a receiving agency,
